epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.429412,2.199959,0.161867,0.154133,10.643857
2,2.128046,2.078965,0.207600,0.227733,10.226567
3,1.922489,1.877245,0.318000,0.343467,10.225960
4,1.779064,2.058435,0.311200,0.360933,10.226652
5,1.692256,1.753846,0.357067,0.389200,10.226549
6,1.646585,1.568125,0.405733,0.405733,10.225561
7,1.603102,1.565066,0.414933,0.416267,10.225904
8,1.565813,1.528273,0.421067,0.418133,10.228029
9,1.523373,1.486024,0.454267,0.460000,10.226014
10,1.495664,1.473929,0.452533,0.474667,10.227009
11,1.465389,1.563890,0.446267,0.470267,10.225822
12,1.442518,1.422872,0.469467,0.498267,10.225842
13,1.413619,1.340787,0.504267,0.505467,10.226158
14,1.399393,1.355415,0.509733,0.506000,10.225097
15,1.377422,1.328845,0.518000,0.502133,10.226646
16,1.360869,1.437273,0.478000,0.504933,10.224935
17,1.340227,1.403393,0.507600,0.517333,10.225483
18,1.330823,1.263058,0.547333,0.533067,10.225437
19,1.359341,1.353079,0.532133,0.530000,10.226119
20,1.310850,1.261735,0.551067,0.560267,10.223745
