epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.299060,2.312354,0.103200,0.125467,10.659065
2,2.233081,2.449483,0.110400,0.197733,10.238863
3,2.025442,1.943758,0.248400,0.261200,10.238490
4,1.873440,1.953954,0.294933,0.315867,10.238271
5,1.769499,1.826784,0.335333,0.358267,10.240131
6,1.699227,1.664192,0.375200,0.351867,10.237663
7,1.647807,1.634815,0.401067,0.407733,10.237136
8,1.602310,1.572575,0.414133,0.422133,10.237709
9,1.571317,1.583046,0.404933,0.436000,10.236773
10,1.535239,1.487238,0.450400,0.440667,10.237149
11,1.506692,1.486437,0.449333,0.446667,10.236966
12,1.492827,1.548865,0.446667,0.464267,10.236417
13,1.437749,1.439832,0.484667,0.495067,10.236221
14,1.396452,1.350625,0.508667,0.517867,10.236388
15,1.367850,1.409337,0.487867,0.512400,10.237581
16,1.338881,1.359020,0.512133,0.532400,10.237889
17,1.320851,1.295458,0.533867,0.538933,10.235962
18,1.292790,1.280463,0.540400,0.550933,10.236520
19,1.267062,1.611350,0.469467,0.485867,10.237424
20,1.248828,1.466859,0.500400,0.519467,10.237019
