epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.178444,2.091172,0.206667,0.198267,9.755787
2,2.005194,1.980266,0.256933,0.260933,9.346181
3,1.902349,1.804081,0.320667,0.323600,9.345035
4,1.821308,1.758984,0.346133,0.340267,9.346021
5,1.767419,1.696011,0.375600,0.372000,9.347031
6,1.715119,1.652964,0.387333,0.384800,9.348292
7,1.685051,1.620396,0.403467,0.404533,9.346577
8,1.649949,1.633247,0.412400,0.413067,9.348473
9,1.617483,1.595132,0.417333,0.413600,9.346340
10,1.588670,1.573535,0.421067,0.420533,9.347762
11,1.557912,1.519068,0.442933,0.441067,9.347715
12,1.535053,1.477253,0.459467,0.458667,9.347185
13,1.497388,1.450769,0.483867,0.482000,9.346817
14,1.470759,1.469854,0.464000,0.464267,9.347423
15,1.445387,1.387217,0.503067,0.500933,9.346816
16,1.429639,1.401171,0.498933,0.499867,9.348021
17,1.397960,1.369626,0.514800,0.512800,9.347631
18,1.381359,1.364570,0.510667,0.509733,9.348500
19,1.365860,1.398616,0.526133,0.523600,9.349564
20,1.350072,1.330481,0.523067,0.524667,9.347832
