epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.275600,2.202583,0.183600,0.178000,9.985222
2,2.127168,2.053251,0.238933,0.233333,9.590568
3,1.988649,1.897523,0.270667,0.270800,9.587583
4,1.873629,1.847992,0.288267,0.290267,9.589424
5,1.817067,1.788262,0.321867,0.321733,9.590016
6,1.756143,1.715066,0.356933,0.356267,9.589836
7,1.711689,1.688542,0.372133,0.374400,9.591658
8,1.671256,1.640036,0.387200,0.392133,9.590253
9,1.641992,1.606583,0.410000,0.407600,9.590760
10,1.612794,1.618041,0.403200,0.407067,9.591832
11,1.586238,1.612929,0.401600,0.402533,9.593525
12,1.563958,1.557340,0.423333,0.421733,9.587259
13,1.532050,1.549906,0.445467,0.444267,9.588308
14,1.507008,1.513709,0.442133,0.439733,9.593000
15,1.479563,1.512962,0.443733,0.444667,9.586480
16,1.465979,1.438241,0.478000,0.477467,9.587905
17,1.433524,1.408907,0.490000,0.489067,9.589415
18,1.409812,1.419704,0.490133,0.490133,9.588343
19,1.394580,1.403926,0.493733,0.493867,9.580937
20,1.370581,1.399049,0.511733,0.512400,9.587614
