epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.155019,1.990269,0.224933,0.226400,9.759494
2,1.949526,1.857861,0.303467,0.302800,9.354145
3,1.855598,1.778980,0.328400,0.327600,9.354978
4,1.772781,1.732534,0.362267,0.358000,9.356962
5,1.730449,1.707451,0.360133,0.363067,9.354975
6,1.700386,1.648970,0.395067,0.396133,9.356808
7,1.664669,1.626598,0.398400,0.399067,9.357153
8,1.636002,1.681258,0.390267,0.390533,9.357701
9,1.612195,1.592111,0.410800,0.410533,9.357839
10,1.580898,1.606540,0.408133,0.409867,9.357417
11,1.560682,1.560839,0.424533,0.427333,9.356502
12,1.534886,1.504467,0.441600,0.444267,9.357791
13,1.499935,1.467308,0.461867,0.464000,9.357669
14,1.481305,1.479160,0.467600,0.464800,9.358137
15,1.456855,1.431318,0.473733,0.472800,9.357972
16,1.429906,1.404260,0.492667,0.493467,9.357609
17,1.407239,1.388676,0.499867,0.501333,9.356136
18,1.380961,1.441856,0.490133,0.490667,9.357107
19,1.362652,1.415857,0.500800,0.498267,9.357608
20,1.342459,1.351306,0.514933,0.511867,9.357670
