epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.297264,2.288506,0.142800,0.141867,9.950862
2,2.288669,2.246494,0.166267,0.163200,9.539654
3,2.167697,2.178033,0.200000,0.196667,9.539777
4,2.045712,1.926301,0.255733,0.248933,9.538335
5,1.921745,1.876958,0.275733,0.272800,9.542662
6,1.866293,1.800076,0.324933,0.324533,9.539831
7,1.820993,1.770722,0.332667,0.329733,9.540311
8,1.779892,1.699306,0.368667,0.364133,9.542943
9,1.743081,1.673748,0.381200,0.378400,9.541183
10,1.711063,1.633120,0.395467,0.392800,9.541648
11,1.679706,1.616024,0.400933,0.399200,9.543147
12,1.663958,1.604599,0.406267,0.408000,9.544208
13,1.636224,1.598761,0.410000,0.408267,9.565533
14,1.617103,1.586984,0.417200,0.415600,9.588862
15,1.601217,1.532661,0.425867,0.422000,9.579617
16,1.572002,1.521885,0.437467,0.435200,9.568787
17,1.560167,1.531892,0.445867,0.447067,9.554654
18,1.533244,1.486504,0.451600,0.452000,9.545953
19,1.512533,1.514355,0.450133,0.446000,9.545973
20,1.493002,1.429796,0.484133,0.481467,9.546097
