epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.259159,2.297718,0.097467,0.100133,9.751391
2,2.102200,1.957971,0.245333,0.245067,9.348080
3,1.945987,1.866715,0.286133,0.287733,9.348938
4,1.843077,1.801306,0.316000,0.318267,9.350197
5,1.788955,1.759750,0.324533,0.327600,9.350329
6,1.750276,1.713087,0.354533,0.355333,9.351192
7,1.715699,1.699712,0.363467,0.360933,9.350932
8,1.679274,1.631776,0.394800,0.393467,9.350780
9,1.653125,1.644302,0.388667,0.385867,9.350433
10,1.628876,1.606541,0.395333,0.397067,9.350865
11,1.605876,1.596969,0.404533,0.401333,9.351917
12,1.584791,1.564789,0.416667,0.417867,9.351121
13,1.564832,1.534553,0.427867,0.425467,9.352054
14,1.538316,1.551718,0.425200,0.428000,9.353058
15,1.515074,1.554845,0.423600,0.423467,9.352083
16,1.491643,1.480698,0.452533,0.451067,9.352009
17,1.474169,1.484338,0.461067,0.462533,9.351839
18,1.455312,1.490456,0.453733,0.453067,9.351588
19,1.433040,1.476805,0.470400,0.471467,9.352283
20,1.415274,1.410013,0.489867,0.489333,9.351594
