epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.299094,2.302765,0.100000,0.100000,9.749812
2,2.302834,2.302836,0.099867,0.100800,9.343470
3,2.302895,2.302865,0.100000,0.097467,9.343825
4,2.302866,2.302960,0.095333,0.095333,9.342342
5,2.302860,2.302807,0.095333,0.095333,9.338521
6,2.302788,2.302831,0.097467,0.097467,9.337533
7,2.302850,2.302793,0.097467,0.097467,9.337042
8,2.302753,2.302979,0.100800,0.100800,9.336648
9,2.302839,2.302809,0.099867,0.099867,9.336754
10,2.302814,2.302860,0.095333,0.095333,9.337202
11,2.302777,2.302965,0.097467,0.097467,9.336752
12,2.302794,2.302665,0.100000,0.100000,9.337647
13,2.302863,2.302687,0.095333,0.095333,9.337893
14,2.302806,2.302861,0.097200,0.097200,9.338415
15,2.302822,2.302826,0.097467,0.097467,9.337472
16,2.302860,2.302722,0.097200,0.097200,9.339994
17,2.302810,2.302920,0.097200,0.097200,9.337650
18,2.302837,2.302635,0.097467,0.097467,9.337988
19,2.302797,2.302795,0.098400,0.098400,9.337386
20,2.302788,2.302718,0.098400,0.098400,9.336675
