epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.294960,2.302871,0.099867,0.102000,9.748086
2,2.302838,2.302973,0.099867,0.099867,9.338112
3,2.293113,2.190924,0.171733,0.174000,9.335145
4,2.040919,1.921415,0.259067,0.260533,9.337775
5,1.888827,1.845829,0.290267,0.293467,9.338494
6,1.828833,1.785750,0.326667,0.325333,9.339533
7,1.755690,1.741131,0.354667,0.353067,9.340576
8,1.682567,1.671577,0.383333,0.381333,9.341333
9,1.641138,1.699618,0.376667,0.376400,9.341440
10,1.608427,1.621325,0.406000,0.404933,9.343702
11,1.576917,1.563835,0.424667,0.422800,9.342067
12,1.540302,1.521991,0.440000,0.440667,9.341535
13,1.513404,1.526111,0.444667,0.445200,9.342685
14,1.486950,1.497330,0.450800,0.453733,9.342767
15,1.453739,1.463257,0.462933,0.463067,9.341799
16,1.426989,1.411016,0.488400,0.486667,9.342820
17,1.398169,1.374188,0.504400,0.502267,9.340763
18,1.373473,1.392263,0.494267,0.492933,9.342873
19,1.353731,1.368778,0.501200,0.501733,9.343285
20,1.321857,1.407156,0.492800,0.493867,9.342379
