epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.298031,2.303092,0.097467,0.099467,9.762165
2,2.301288,2.304083,0.099867,0.099867,9.347476
3,2.302999,2.302872,0.099867,0.102133,9.347950
4,2.302946,2.303136,0.095333,0.095333,9.347546
5,2.302805,2.302685,0.095333,0.095333,9.346178
6,2.300673,2.303301,0.097467,0.099333,9.345834
7,2.302965,2.302865,0.097467,0.097867,9.344796
8,2.302791,2.303054,0.100800,0.100800,9.344241
9,2.302896,2.302845,0.099867,0.099600,9.345027
10,2.302816,2.302841,0.100000,0.100267,9.345072
11,2.302826,2.302956,0.097467,0.097467,9.344586
12,2.302814,2.302664,0.100000,0.100000,9.344730
13,2.302878,2.302687,0.095333,0.095333,9.344141
14,2.302810,2.302860,0.097200,0.097200,9.339118
15,2.302822,2.302826,0.097467,0.097467,9.338173
16,2.302860,2.302722,0.097200,0.097200,9.339005
17,2.302810,2.302920,0.097200,0.097200,9.336797
18,2.302837,2.302635,0.097467,0.097467,9.338013
19,2.302797,2.302795,0.098400,0.098400,9.337189
20,2.302788,2.302718,0.098400,0.098400,9.338157
