epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.299227,2.302946,0.098400,0.098400,9.745496
2,2.303023,2.302958,0.100000,0.099867,9.341032
3,2.302929,2.302740,0.095333,0.095467,9.342534
4,2.302902,2.303044,0.098400,0.098267,9.339772
5,2.302860,2.303065,0.100800,0.101733,9.341667
6,2.302821,2.302697,0.095333,0.095467,9.342609
7,2.300567,2.302834,0.097467,0.097467,9.340678
8,2.302840,2.302605,0.102933,0.102933,9.341663
9,2.302826,2.302832,0.095333,0.095333,9.340909
10,2.302837,2.302537,0.101467,0.101467,9.344352
11,2.302783,2.303019,0.097200,0.097200,9.339706
12,2.302766,2.302960,0.099867,0.099867,9.340488
13,2.302893,2.302736,0.099867,0.099867,9.337234
14,2.302822,2.302784,0.095333,0.095333,9.336343
15,2.302819,2.302799,0.095333,0.095333,9.336714
16,2.302805,2.302712,0.097467,0.097467,9.336415
17,2.302822,2.302876,0.098400,0.098400,9.334490
18,2.302824,2.302895,0.098400,0.098400,9.336032
19,2.302841,2.302866,0.098400,0.098400,9.337804
20,2.302786,2.302889,0.095333,0.095333,9.335867
