epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.269578,2.156703,0.197467,0.196533,9.965243
2,2.041619,1.917018,0.281467,0.282400,9.554098
3,1.859515,1.809506,0.302533,0.305600,9.551971
4,1.761131,1.865430,0.302400,0.302667,9.551713
5,1.696594,1.729763,0.368533,0.367467,9.552117
6,1.652427,1.609549,0.403867,0.402667,9.553223
7,1.609987,1.565407,0.417200,0.418000,9.553662
8,1.577250,1.545740,0.428800,0.428000,9.615709
9,1.524027,1.532416,0.436400,0.435600,9.609987
10,1.513491,1.475862,0.463467,0.460533,9.610986
11,1.458142,1.460168,0.476933,0.476800,9.610316
12,1.420909,1.421894,0.487467,0.486667,9.611721
13,1.385739,1.411430,0.482400,0.482800,9.610904
14,1.353974,1.348958,0.512667,0.511067,9.550892
15,1.328921,1.358476,0.508267,0.507600,9.551774
16,1.313554,1.295051,0.535467,0.535867,9.550643
17,1.282234,1.294369,0.533067,0.532800,9.548602
18,1.261690,1.271412,0.541733,0.541600,9.579697
19,1.248166,1.283417,0.535333,0.534400,9.566055
20,1.223766,1.251724,0.550400,0.549467,9.548683
