epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.280642,2.342113,0.138667,0.138667,9.890999
2,2.056143,1.983467,0.255200,0.255200,9.513258
3,1.942912,1.905173,0.291333,0.291333,9.512318
4,1.859219,1.808185,0.317467,0.317467,9.514773
5,1.798511,1.749934,0.346400,0.346400,9.541682
6,1.737259,1.724036,0.368133,0.368133,9.564266
7,1.690033,1.704317,0.374667,0.374667,9.565763
8,1.642297,1.626549,0.399467,0.399467,9.537026
9,1.611734,1.664406,0.388533,0.388533,9.550473
10,1.578985,1.580068,0.416933,0.416933,9.516761
11,1.549499,1.600752,0.405733,0.405733,9.517967
12,1.532377,1.645498,0.404400,0.404400,9.516722
13,1.503650,1.524589,0.446000,0.446000,9.516296
14,1.478113,1.549207,0.429600,0.429600,9.554896
15,1.461427,1.515424,0.447067,0.447067,9.517246
16,1.439162,1.490182,0.462000,0.462000,9.524742
17,1.421861,1.487738,0.467733,0.467733,9.519932
18,1.400096,1.479197,0.472667,0.472667,9.517861
19,1.383096,1.434172,0.478400,0.478400,9.519399
20,1.364806,1.457895,0.481200,0.481200,9.517278
