epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.293175,2.183311,0.154133,0.150400,10.639139
2,2.064606,1.976533,0.223200,0.243733,10.226173
3,1.913639,1.942052,0.267733,0.294000,10.227719
4,1.833000,1.851419,0.290400,0.320533,10.227252
5,1.743462,1.819040,0.333467,0.378667,10.224405
6,1.674682,1.680361,0.373600,0.390933,10.229304
7,1.627158,1.746920,0.359200,0.391200,10.227532
8,1.581095,1.630198,0.414133,0.430667,10.226097
9,1.549067,1.629621,0.405867,0.446133,10.228262
10,1.512096,1.590552,0.433467,0.467200,10.228913
11,1.476442,1.629707,0.423600,0.459733,10.228266
12,1.441839,1.454146,0.472400,0.480400,10.229803
13,1.404593,1.338684,0.508933,0.512133,10.227699
14,1.378572,1.406793,0.500000,0.516533,10.231242
15,1.347441,1.402120,0.499333,0.524533,10.228003
16,1.330275,1.278048,0.543733,0.539200,10.230160
17,1.304333,1.293846,0.540133,0.550800,10.229783
18,1.272883,1.213573,0.559200,0.560933,10.228095
19,1.249370,1.268564,0.554400,0.569733,10.228269
20,1.227861,1.547591,0.503200,0.516667,10.226682
