epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.216374,2.756496,0.101600,0.194800,10.652579
2,2.000333,2.374059,0.159067,0.239867,10.230962
3,1.928128,1.896365,0.262000,0.235067,10.231946
4,1.837698,1.972817,0.274267,0.328800,10.232603
5,1.752279,1.990149,0.296667,0.371467,10.231226
6,1.687251,1.739960,0.364533,0.394667,10.232001
7,1.627135,1.652517,0.384800,0.410933,10.231997
8,1.575624,1.575200,0.414133,0.436933,10.231394
9,1.547556,1.598160,0.421333,0.467733,10.232576
10,1.490466,1.489862,0.450000,0.441467,10.232175
11,1.456331,1.471839,0.461333,0.449467,10.231308
12,1.429399,1.520985,0.465200,0.491733,10.235012
13,1.395573,1.458750,0.487067,0.515600,10.231946
14,1.363577,1.417510,0.490533,0.511200,10.231798
15,1.338000,1.409498,0.499067,0.522933,10.231941
16,1.327642,1.494094,0.489467,0.492133,10.230691
17,1.300583,1.326835,0.533333,0.553467,10.231084
18,1.287536,1.276604,0.554667,0.560133,10.231210
19,1.264799,1.501395,0.500400,0.511200,10.232009
20,1.242178,1.307904,0.550533,0.556267,10.231751
