5.41443586349,4
2.34635996819,2
5.74758958817,4
6.56787586212,5
4.74871063232,4
2.00522327423,1
12.3487644196,6
9.47634762269e-05,0
2.81030201912,2
1.85006976128,1
6.38629817963,5
6.48460313224e-11,0
3.2585272789,3
8.21253108978,5
5.57764724363e-06,0
5.83434772491,4
5.59820318222,4
2.85553026199,2
3.04058361053,2
4.86325836182,4
95.7597427368,7
4.65805149078,4
2.36933469772,2
7.19641113281,5
2.60254216194,1
0.938962578773,1
4.52874755859,4
6.07732744337e-12,0
1.42756402493,1
3.30871376304e-12,0
6.61569595337,5
5.29301404953,4
5.71541929245,4
2.61614155769,0
6.84889384789e-12,0
1.45593619347,1
5.69694471359,4
4.47779941559,3
2.66663789749,2
4.83457040787,3
6.94596099854,4
5.61742067337,4
5.22786569595,4
2.31490087509,2
2.12028884888,1
88.4795074463,7
5.57520627975,4
4.85708618164,4
1.65397381783,1
3.00210094452,2
24.3555240631,7
4.08869457245,3
2.07731485367,1
7.34218263626,5
7.30675888062,5
5.21943044662,4
1.9057393074,1
12.6858062744,6
5.2724814415,4
4.95892381668,4
5.77801179886,4
0.664521694183,1
5.73415374756,4
8.16238212585,5
1.07023934106e-05,0
4.57418012619,3
3.24541807175,3
2.6203687191,2
6.77086925507,5
5.2940325737,4
3.03730177879,2
4.61550188065,4
1.53224289417,1
5.462454319,4
7.21250391006,4
5.2264251709,4
3.77857518196,4
41.7507209778,7
4.63222122192,4
54.1480789185,7
4.72349405289,4
1.53255975246,1
5.6706609726,4
3.20158015654e-08,0
2.67725658417,2
21.2481861115,6
5.92187309265,4
3.00029301643,2
1.0501486486e-10,0
5.13176774979,4
0.000202340030228,0
4.67258834839,4
5.3868355751,4
5.6073923111,4
3.84910035133,3
4.33700418472,3
5.94360399246,4
4.8665728569,4
4.35172605515,3
2.74734020233,2
5.65942855246e-06,0
5.57389545441,4
8.0160484314,5
5.26455974579,4
2.90435504913,2
10.4686880112,6
5.38229894638,3
9.2777299881,6
5.78444814682,4
4.93755483627,4
1.68090713024,1
4.71637582779,4
6.72425317764,5
