epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.265464,2.226251,0.167600,0.172133,9.794433
2,2.052010,1.940631,0.257200,0.258667,9.364586
3,1.891528,1.841315,0.300400,0.298667,9.364196
4,1.810312,1.752719,0.344667,0.344933,9.381483
5,1.747784,1.724869,0.351333,0.351333,9.372416
6,1.707043,1.696514,0.366133,0.363200,9.365358
7,1.664812,1.646164,0.390267,0.391067,9.366091
8,1.634289,1.642182,0.380667,0.379733,9.366618
9,1.604102,1.652987,0.383600,0.382000,9.367579
10,1.577597,1.572954,0.410667,0.407200,9.366932
11,1.544209,1.532695,0.434533,0.435067,9.367359
12,1.522646,1.513212,0.435733,0.435733,9.383062
13,1.495617,1.478634,0.459867,0.461867,9.371606
14,1.474607,1.495875,0.453333,0.451600,9.368161
15,1.446703,1.455965,0.467333,0.468000,9.366195
16,1.428116,1.431575,0.478133,0.477200,9.366455
17,1.400239,1.394196,0.487200,0.489467,9.366113
18,1.378455,1.395712,0.495867,0.494933,9.368517
19,1.355617,1.388512,0.511867,0.512267,9.366994
20,1.331106,1.380407,0.505467,0.503867,9.375841
