epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.039321,1.937815,0.296400,0.297333,11.179254
2,1.865020,1.835663,0.320933,0.320000,10.769455
3,1.799476,1.814709,0.348533,0.346000,10.774665
4,1.754017,1.720175,0.366267,0.367333,10.790154
5,1.714273,1.682360,0.391867,0.391333,10.793965
6,1.676829,1.647812,0.408267,0.402667,10.815109
7,1.679991,1.645235,0.394533,0.392800,10.809749
8,1.638696,1.587092,0.418000,0.416133,10.802501
9,1.618290,1.570496,0.421733,0.418533,10.812865
10,1.594379,1.549683,0.432133,0.426267,10.814717
11,1.588343,1.520102,0.442400,0.438000,10.816373
12,1.567024,1.530680,0.443600,0.439600,10.815319
13,1.566536,1.511194,0.454533,0.446400,10.803911
14,1.545850,1.569085,0.448533,0.427867,10.807671
15,1.524107,1.567011,0.423467,0.421600,10.808122
16,1.531502,1.458746,0.481467,0.474533,10.847738
17,1.518603,1.443249,0.478933,0.473067,10.807769
18,1.525096,1.428850,0.481067,0.473600,10.814051
19,1.493372,1.745596,0.379333,0.380533,10.824482
20,1.497681,1.520910,0.438667,0.440000,10.807119
