epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.295542,2.239372,0.159200,0.151333,9.764380
2,2.273589,2.191523,0.158933,0.157867,9.373367
3,2.125136,2.016523,0.214133,0.212800,9.361004
4,2.139611,2.158686,0.164133,0.163733,9.359582
5,2.088086,1.990134,0.245333,0.246133,9.359252
6,2.008010,1.941674,0.260933,0.264533,9.358922
7,1.966148,1.941187,0.256800,0.257467,9.358593
8,1.929180,1.874439,0.288667,0.288133,9.361375
9,1.885120,1.913734,0.283600,0.280400,9.361141
10,1.841529,1.795087,0.327600,0.324267,9.363389
11,1.799134,1.731753,0.346267,0.344667,9.363678
12,1.756003,1.690765,0.362933,0.361333,9.392728
13,1.724197,1.662234,0.380133,0.378800,9.363869
14,1.693026,1.615551,0.394800,0.394400,9.364113
15,1.653176,1.589353,0.406000,0.405867,9.370710
16,1.622022,1.591803,0.408933,0.405733,9.363722
17,1.583959,1.550974,0.432933,0.431733,9.362354
18,1.561206,1.501270,0.447333,0.444000,9.364988
19,1.532920,1.513223,0.437333,0.436533,9.375475
20,1.505349,1.467176,0.464800,0.462667,9.395468
