epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.302893,2.302883,0.095333,0.095333,9.791898
2,2.302846,2.302902,0.100000,0.100000,9.367141
3,2.302849,2.302781,0.095333,0.095333,9.358275
4,2.302838,2.303031,0.098400,0.098400,9.358772
5,2.302828,2.302841,0.095333,0.095333,9.358974
6,2.302799,2.302775,0.097200,0.097200,9.358509
7,2.302806,2.302854,0.097467,0.097467,9.359426
8,2.302829,2.302610,0.095333,0.095333,9.392858
9,2.302815,2.302845,0.095333,0.095333,9.367547
10,2.302835,2.302549,0.101467,0.101467,9.359881
11,2.302774,2.302995,0.097200,0.097200,9.360451
12,2.302760,2.302944,0.099867,0.099867,9.377563
13,2.302890,2.302735,0.099867,0.099867,9.369320
14,2.302822,2.302784,0.095333,0.095333,9.375745
15,2.302819,2.302799,0.095333,0.095333,9.358744
16,2.302805,2.302712,0.097467,0.097467,9.359523
17,2.302822,2.302876,0.098400,0.098400,9.360495
18,2.302824,2.302895,0.098400,0.098400,9.359214
19,2.302841,2.302866,0.098400,0.098400,9.358980
20,2.302786,2.302889,0.095333,0.095333,9.360215
