epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.302943,2.302890,0.095333,0.099067,10.730766
2,2.302870,2.303020,0.099867,0.100000,10.526473
3,2.302914,2.303035,0.097200,0.096400,10.346003
4,2.302836,2.303091,0.095333,0.097867,10.339021
5,2.302917,2.302814,0.100000,0.099467,10.335296
6,2.302928,2.302503,0.097467,0.105600,10.308125
7,2.302895,2.302904,0.095333,0.096533,10.312784
8,2.300929,2.284767,0.127200,0.145467,10.339163
9,2.092155,1.981088,0.242667,0.237467,10.336921
10,1.959178,1.922986,0.258800,0.263867,10.334097
11,1.859095,1.778273,0.338667,0.340400,10.335892
12,1.754838,1.782555,0.342267,0.346800,10.318336
13,1.689626,1.635765,0.389200,0.384400,10.305617
14,1.644927,1.609994,0.405333,0.408667,10.311481
15,1.599062,1.618810,0.396667,0.391200,10.307063
16,1.555798,1.520772,0.438000,0.439333,10.310310
17,1.518325,1.532210,0.431867,0.429600,10.336172
18,1.484505,1.461731,0.470400,0.462533,10.337392
19,1.446492,1.407777,0.483600,0.478400,10.326283
20,1.408784,1.376181,0.500800,0.500933,10.306828
