epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.020387,1.879906,0.316000,0.314800,11.185176
2,1.821294,1.791264,0.338000,0.339733,10.792454
3,1.730752,1.674671,0.386400,0.382800,10.783851
4,1.660124,1.633202,0.395333,0.395200,10.788234
5,1.616128,1.561275,0.426000,0.424667,10.792090
6,1.577277,1.524140,0.436133,0.426533,10.802890
7,1.541503,1.507339,0.446400,0.442000,10.799567
8,1.504756,1.482171,0.465733,0.462533,10.798061
9,1.478562,1.406781,0.490933,0.488133,10.788552
10,1.457445,1.414451,0.491600,0.484133,10.792409
11,1.444237,1.409683,0.488400,0.478933,10.815229
12,1.420426,1.359320,0.509067,0.505200,10.814093
13,1.405761,1.358726,0.521867,0.514400,10.809742
14,1.396301,1.401391,0.502267,0.489067,10.810651
15,1.380200,1.371119,0.507067,0.507467,10.789079
16,1.370764,1.341321,0.517467,0.512667,10.799610
17,1.358726,1.294138,0.536933,0.533200,10.802336
18,1.352464,1.291541,0.540133,0.529200,10.791612
19,1.346295,1.436641,0.496800,0.489733,10.797450
20,1.333612,1.391465,0.504800,0.499600,10.811169
