epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.013452,1.856345,0.329733,0.324667,9.475631
2,1.793740,1.722890,0.371733,0.369333,9.103573
3,1.678201,1.625729,0.392533,0.394000,9.116084
4,1.597253,1.602704,0.414267,0.416533,9.127599
5,1.529146,1.516625,0.449867,0.449600,9.133204
6,1.458711,1.429158,0.482267,0.481200,9.133459
7,1.406841,1.376621,0.498933,0.498000,9.140281
8,1.354618,1.353013,0.514400,0.514267,9.135207
9,1.309820,1.328523,0.521333,0.520667,9.135091
10,1.272964,1.274335,0.547067,0.546400,9.138887
11,1.237810,1.279750,0.543333,0.544133,9.135739
12,1.211910,1.243361,0.554533,0.556933,9.138593
13,1.190530,1.313191,0.533200,0.533067,9.153011
14,1.158803,1.275550,0.548400,0.548667,9.137466
15,1.135000,1.243054,0.557200,0.559467,9.136138
16,1.127056,1.210562,0.565867,0.564667,9.134333
17,1.108363,1.201181,0.568800,0.566400,9.140934
18,1.090768,1.216700,0.567600,0.565067,9.141851
19,1.072455,1.247365,0.558800,0.560000,9.136515
20,1.055234,1.179982,0.582000,0.583067,9.138982
