epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.302315,2.302836,0.097067,0.140800,10.734153
2,2.278340,2.120372,0.182933,0.177600,10.309716
3,2.060247,2.253560,0.147733,0.149067,10.311088
4,1.938607,2.112923,0.257867,0.272533,10.330745
5,1.783446,1.754932,0.344400,0.365333,10.308300
6,1.696141,1.617470,0.394400,0.379733,10.307504
7,1.641581,1.596685,0.400933,0.388000,10.310450
8,1.599477,1.535146,0.424533,0.424667,10.310290
9,1.552268,1.494232,0.448133,0.450533,10.310108
10,1.503439,1.489964,0.448000,0.457600,10.309846
11,1.471095,1.525480,0.455333,0.473467,10.310789
12,1.438619,1.463609,0.474133,0.492000,10.310010
13,1.401454,1.374472,0.498800,0.502667,10.311140
14,1.392282,1.401040,0.494133,0.499600,10.310782
15,1.358809,1.385375,0.498800,0.502000,10.308292
16,1.342791,1.417413,0.500400,0.531600,10.356781
17,1.318837,1.332988,0.524000,0.527333,10.324147
18,1.307719,1.271109,0.548667,0.542800,10.309588
19,1.287470,1.244805,0.563733,0.546800,10.311668
20,1.280362,1.253485,0.549867,0.566933,10.315938
