epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.984488,1.812251,0.343600,0.341733,9.506826
2,1.758404,1.710320,0.365600,0.366933,9.127466
3,1.654294,1.615710,0.408933,0.406800,9.133804
4,1.585909,1.547693,0.420133,0.419867,9.138278
5,1.525992,1.485664,0.456400,0.457733,9.140800
6,1.473505,1.489573,0.455867,0.455200,9.146523
7,1.431551,1.438709,0.479733,0.481467,9.146179
8,1.390585,1.384345,0.498533,0.499333,9.144177
9,1.350671,1.378397,0.506933,0.505867,9.148123
10,1.308876,1.376539,0.502400,0.504933,9.146823
11,1.279746,1.327341,0.529733,0.531467,9.148571
12,1.249117,1.343191,0.519600,0.520800,9.181802
13,1.219329,1.303115,0.533200,0.536533,9.148369
14,1.196696,1.267411,0.549200,0.550133,9.147873
15,1.170962,1.276717,0.557067,0.556667,9.147194
16,1.152349,1.251369,0.560933,0.560667,9.149225
17,1.133789,1.233418,0.569067,0.568267,9.177024
18,1.119912,1.220449,0.570267,0.570267,9.159660
19,1.104012,1.279791,0.551067,0.550400,9.147951
20,1.083728,1.238352,0.568933,0.567467,9.148683
