epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.297652,2.370271,0.099600,0.099067,10.721964
2,2.285839,2.195385,0.178533,0.172400,10.342828
3,2.005018,1.892599,0.284400,0.304267,10.309135
4,1.837844,1.927010,0.307200,0.332133,10.309528
5,1.734533,1.709845,0.369067,0.378267,10.310004
6,1.671412,1.587522,0.412267,0.401067,10.312228
7,1.624704,1.565048,0.415333,0.403600,10.325686
8,1.591363,1.540142,0.431333,0.427733,10.332370
9,1.535563,1.481042,0.464400,0.460400,10.316431
10,1.478480,1.501876,0.455733,0.472000,10.315585
11,1.451896,1.516302,0.459467,0.474667,10.309256
12,1.424697,1.433899,0.489333,0.509867,10.309563
13,1.393567,1.371977,0.501600,0.504533,10.345454
14,1.378870,1.376458,0.503867,0.509333,10.337045
15,1.371747,1.447170,0.498400,0.500133,10.342175
16,1.349173,1.359419,0.516933,0.537200,10.332293
17,1.327851,1.364115,0.519067,0.535333,10.306964
18,1.308853,1.248322,0.552400,0.539600,10.306794
19,1.296883,1.246243,0.565200,0.566533,10.307163
20,1.288515,1.258128,0.550667,0.566400,10.305956
