epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.009596,1.908438,0.305600,0.302933,11.181804
2,1.831404,1.752222,0.363200,0.361333,10.817590
3,1.733873,1.659622,0.381333,0.384667,10.800308
4,1.655633,1.662452,0.390667,0.392400,10.812179
5,1.590561,1.553641,0.430000,0.426000,10.803214
6,1.535696,1.461053,0.468267,0.462000,10.815501
7,1.496163,1.529272,0.446667,0.436533,10.806624
8,1.458149,1.464880,0.469333,0.469600,10.805599
9,1.432236,1.394067,0.489067,0.493600,10.805770
10,1.403073,1.357124,0.507733,0.502933,10.803826
11,1.379835,1.380331,0.504400,0.506800,10.802665
12,1.363254,1.335830,0.515733,0.514133,10.814674
13,1.342959,1.318299,0.511333,0.511867,10.811340
14,1.325983,1.288437,0.536533,0.536000,10.806851
15,1.305178,1.328034,0.532533,0.524667,10.815347
16,1.300185,1.279087,0.535867,0.528133,10.818041
17,1.285875,1.203978,0.568533,0.567067,10.819642
18,1.276522,1.190739,0.579067,0.566800,10.820560
19,1.263513,1.202991,0.576133,0.564400,10.810471
20,1.258610,1.217502,0.568133,0.560667,10.801531
