epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.302802,2.302599,0.098400,0.098400,9.838366
2,2.299519,2.248740,0.160267,0.160267,9.445810
3,2.137308,2.061647,0.234933,0.234933,9.440893
4,1.960947,1.964835,0.260000,0.260000,9.450555
5,1.881845,1.940046,0.287467,0.287467,9.449076
6,1.815466,1.802508,0.315467,0.315467,9.450442
7,1.754256,1.772075,0.333333,0.333333,9.450067
8,1.685465,1.647964,0.386667,0.386667,9.449259
9,1.635505,1.619259,0.400933,0.400933,9.449426
10,1.592357,1.618734,0.404000,0.404000,9.448655
11,1.558750,1.547207,0.426667,0.426667,9.448455
12,1.519742,1.548820,0.432400,0.432400,9.445693
13,1.487485,1.477923,0.457467,0.457467,9.447062
14,1.452253,1.434425,0.476933,0.476933,9.448608
15,1.415102,1.441670,0.470400,0.470400,9.447260
16,1.386821,1.452530,0.474667,0.474667,9.447178
17,1.359913,1.378193,0.512000,0.512000,9.444042
18,1.333570,1.394771,0.490933,0.490933,9.449640
19,1.303914,1.398924,0.495067,0.495067,9.446748
20,1.280018,1.376624,0.508800,0.508800,9.446404
