epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.002722,1.815356,0.333467,0.333467,9.370574
2,1.741707,1.780721,0.356667,0.356667,8.994649
3,1.621892,1.585042,0.414400,0.414400,9.021887
4,1.547436,1.515707,0.438667,0.438667,9.002030
5,1.476920,1.539907,0.440000,0.440000,8.999259
6,1.424742,1.424627,0.485333,0.485333,9.013296
7,1.372236,1.414517,0.492933,0.492933,9.005176
8,1.333996,1.381264,0.502400,0.502400,9.029594
9,1.289994,1.328719,0.528933,0.528933,9.029955
10,1.254954,1.314825,0.523467,0.523467,8.997363
11,1.221273,1.304180,0.528933,0.528933,9.010923
12,1.195675,1.384655,0.514800,0.514800,8.998835
13,1.167308,1.266476,0.548133,0.548133,8.999952
14,1.147828,1.233002,0.559200,0.559200,9.013617
15,1.121359,1.229173,0.564000,0.564000,9.037161
16,1.104041,1.220902,0.567467,0.567467,9.029879
17,1.081389,1.233069,0.563067,0.563067,9.007639
18,1.068121,1.222364,0.572533,0.572533,9.034462
19,1.049318,1.200817,0.580133,0.580133,9.034675
20,1.036115,1.204125,0.575867,0.575867,9.005308
