epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.041256,1.874731,0.309600,0.307600,9.492094
2,1.833083,1.723413,0.378933,0.376000,9.107706
3,1.716314,1.632303,0.393333,0.389733,9.129974
4,1.633083,1.563026,0.432133,0.432400,9.136406
5,1.568024,1.517915,0.444533,0.443867,9.141947
6,1.509142,1.476956,0.461333,0.460933,9.153126
7,1.465486,1.406998,0.490533,0.488800,9.139925
8,1.418706,1.359808,0.508933,0.506933,9.138424
9,1.376964,1.406191,0.503867,0.503333,9.141124
10,1.344625,1.345667,0.517867,0.515333,9.142586
11,1.309049,1.322004,0.528800,0.525467,9.142398
12,1.285627,1.322493,0.533067,0.532800,9.153759
13,1.267534,1.314476,0.534133,0.531333,9.143856
14,1.235005,1.309788,0.534000,0.535200,9.164641
15,1.217619,1.269940,0.546000,0.546800,9.151786
16,1.200877,1.222311,0.571200,0.570267,9.150827
17,1.182575,1.217099,0.572267,0.569333,9.143851
18,1.163402,1.231405,0.555200,0.553067,9.146924
19,1.150395,1.306741,0.540133,0.538533,9.200200
20,1.132146,1.246932,0.571333,0.571200,9.198396
