epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.016931,1.865393,0.320000,0.320800,11.216803
2,1.844047,1.825242,0.329200,0.326533,10.798492
3,1.741109,1.713769,0.371467,0.368933,10.820402
4,1.675272,1.592770,0.406267,0.403600,10.815787
5,1.611923,1.582495,0.415067,0.413867,10.811596
6,1.576456,1.541947,0.439333,0.436533,10.819668
7,1.550893,1.544931,0.436933,0.443467,10.819279
8,1.517878,1.492619,0.456267,0.458800,10.823047
9,1.494048,1.491794,0.467200,0.466400,10.823830
10,1.475900,1.422630,0.482800,0.480267,10.821012
11,1.463626,1.791525,0.412133,0.421467,10.824912
12,1.449091,1.457535,0.479067,0.468000,10.818872
13,1.431165,1.373112,0.509333,0.504800,10.819628
14,1.416237,1.393322,0.503867,0.487600,10.824315
15,1.399521,1.357753,0.509333,0.499600,10.822709
16,1.394313,1.385363,0.500667,0.484667,10.818315
17,1.378867,1.361927,0.518267,0.514667,10.819389
18,1.368991,1.341834,0.524267,0.505600,10.827909
19,1.363201,1.288625,0.539333,0.533600,10.821232
20,1.353671,1.419046,0.502933,0.511733,10.821285
