epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.031169,1.873693,0.323200,0.323467,11.201839
2,1.845845,1.799301,0.341333,0.337200,10.808920
3,1.777783,1.802971,0.350933,0.350267,10.817189
4,1.723096,1.728907,0.371067,0.374000,10.823810
5,1.675884,1.643351,0.404000,0.406533,10.831116
6,1.644884,1.580093,0.415200,0.413200,10.836612
7,1.610143,1.576821,0.424667,0.418133,10.855577
8,1.581940,1.576956,0.429200,0.419733,10.832906
9,1.564445,1.558642,0.429600,0.426400,10.833807
10,1.535993,1.462086,0.464933,0.458133,10.828608
11,1.531985,1.502728,0.460533,0.452800,10.830691
12,1.505644,1.443754,0.474933,0.474667,10.841062
13,1.499937,1.460921,0.478800,0.474133,10.840893
14,1.470398,1.409474,0.484800,0.478667,10.837764
15,1.455046,1.429726,0.484667,0.477333,10.839721
16,1.446283,1.395589,0.500533,0.495333,10.834079
17,1.442349,1.345855,0.526933,0.523333,10.831895
18,1.433744,1.372942,0.500000,0.492267,10.836286
19,1.427966,1.654297,0.432267,0.435600,10.835319
20,1.416686,1.438658,0.473600,0.482000,10.831371
