epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.303223,2.303175,0.098400,0.101067,10.747718
2,2.291773,2.185945,0.165333,0.163333,10.362186
3,2.300994,2.291431,0.137467,0.120933,10.403363
4,2.109834,2.011945,0.249067,0.259067,10.356859
5,1.885398,1.841825,0.320000,0.320000,10.325075
6,1.751900,1.748426,0.349333,0.350533,10.330776
7,1.670932,1.654235,0.388000,0.403200,10.345374
8,1.612719,1.561074,0.429467,0.424800,10.338710
9,1.574778,1.567351,0.430533,0.439333,10.339614
10,1.542589,1.495648,0.446133,0.442400,10.334360
11,1.512802,1.492426,0.446667,0.447200,10.336957
12,1.495443,1.447918,0.461600,0.459200,10.315623
13,1.467785,1.422210,0.477467,0.478933,10.328442
14,1.448765,1.451929,0.467200,0.464267,10.331340
15,1.419611,1.520266,0.464400,0.462933,10.316483
16,1.412221,1.358485,0.512667,0.499733,10.311573
17,1.370999,1.307622,0.518533,0.522133,10.338468
18,1.352718,1.468691,0.495867,0.482933,10.337136
19,1.334307,1.271492,0.542533,0.540933,10.335738
20,1.311853,1.334866,0.531600,0.541067,10.338289
