epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.007947,1.940148,0.304133,0.302933,11.149010
2,1.893155,1.849259,0.335067,0.334400,10.789576
3,1.817255,1.722610,0.365200,0.364000,10.795882
4,1.727271,1.814653,0.353200,0.356933,10.809007
5,1.665119,1.629520,0.399867,0.398933,10.793909
6,1.639109,1.572833,0.419733,0.414133,10.793476
7,1.599038,1.571162,0.420533,0.418933,10.800031
8,1.584117,1.536776,0.438933,0.434933,10.792640
9,1.559385,1.541530,0.429867,0.431067,10.799221
10,1.539197,1.497918,0.460933,0.458933,10.795738
11,1.527655,1.543843,0.444800,0.437600,10.796697
12,1.515070,1.539073,0.445333,0.445600,10.831764
13,1.506016,1.467350,0.465467,0.459067,10.817814
14,1.498494,1.451839,0.477067,0.470400,10.818849
15,1.489059,1.471393,0.470133,0.458533,10.813854
16,1.478785,1.480157,0.461200,0.462667,10.799106
17,1.472703,1.498448,0.467733,0.469200,10.796903
18,1.453339,1.414680,0.491867,0.479333,10.800715
19,1.446153,1.371755,0.506667,0.497200,10.844296
20,1.438205,1.389315,0.495067,0.489067,10.864687
