epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.018920,1.855138,0.332133,0.332133,9.483569
2,1.787935,1.712399,0.363200,0.363200,9.129085
3,1.681719,1.605147,0.407600,0.404533,9.116917
4,1.611987,1.552166,0.420133,0.419067,9.123720
5,1.535143,1.493144,0.451333,0.452800,9.125836
6,1.479895,1.488090,0.457467,0.457600,9.127269
7,1.424831,1.415920,0.488533,0.484000,9.130657
8,1.384678,1.384314,0.497067,0.496133,9.130252
9,1.343944,1.387500,0.501867,0.500533,9.132080
10,1.306041,1.355492,0.515200,0.516800,9.132587
11,1.270048,1.270583,0.547333,0.548267,9.133988
12,1.239876,1.276693,0.549200,0.549733,9.132376
13,1.213518,1.264078,0.554800,0.552667,9.133483
14,1.192534,1.230572,0.561067,0.559333,9.134812
15,1.162412,1.233822,0.566000,0.565067,9.133234
16,1.142450,1.236645,0.566667,0.564533,9.133628
17,1.122831,1.199733,0.573067,0.575067,9.142209
18,1.107425,1.201157,0.573200,0.576533,9.132083
19,1.096186,1.221891,0.571067,0.572267,9.155661
20,1.082700,1.189942,0.573600,0.576133,9.132962
