epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.997238,1.899704,0.311200,0.312400,11.202229
2,1.795647,1.748388,0.360267,0.362533,10.773351
3,1.701027,1.690609,0.379200,0.380267,10.798706
4,1.625939,1.576832,0.417333,0.417200,10.803653
5,1.554244,1.526232,0.437333,0.436133,10.799250
6,1.500141,1.461777,0.466000,0.462667,10.811720
7,1.455996,1.506679,0.455067,0.445467,10.798821
8,1.414951,1.366206,0.502400,0.498800,10.810338
9,1.381260,1.363967,0.510667,0.506667,10.802984
10,1.349143,1.376103,0.509467,0.503067,10.854184
11,1.324331,1.378989,0.504533,0.508000,10.813139
12,1.301323,1.332759,0.526400,0.524400,10.808589
13,1.282760,1.248582,0.550267,0.548800,10.821169
14,1.264039,1.245284,0.547733,0.548133,10.870335
15,1.241100,1.340803,0.534933,0.524400,10.801020
16,1.236925,1.217049,0.564400,0.565333,10.810134
17,1.221833,1.202343,0.573333,0.567733,10.818723
18,1.203878,1.199922,0.575733,0.562933,10.814127
19,1.192892,1.213327,0.572667,0.571067,10.810202
20,1.181938,1.136987,0.599467,0.596933,10.813521
