epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.094530,1.921669,0.306267,0.304000,9.496864
2,1.863214,1.737702,0.369867,0.364133,9.101975
3,1.742168,1.659282,0.391600,0.388933,9.126674
4,1.659064,1.585721,0.418133,0.417733,9.155206
5,1.592988,1.545536,0.430800,0.432000,9.117773
6,1.527680,1.501182,0.453733,0.451333,9.118875
7,1.478597,1.463478,0.466533,0.469200,9.119501
8,1.430411,1.413249,0.489067,0.488000,9.121708
9,1.386267,1.380359,0.508400,0.508800,9.124375
10,1.348938,1.361726,0.510667,0.511733,9.123672
11,1.310101,1.323396,0.526400,0.524400,9.123607
12,1.281843,1.278313,0.542267,0.540133,9.122731
13,1.251698,1.258499,0.554000,0.554933,9.122841
14,1.230644,1.231518,0.563067,0.560667,9.122733
15,1.201822,1.276333,0.552667,0.551600,9.122603
16,1.186904,1.249301,0.562267,0.559467,9.127151
17,1.160362,1.224566,0.568667,0.568000,9.124105
18,1.148489,1.192460,0.582133,0.583067,9.125523
19,1.131867,1.218904,0.571600,0.571600,9.123447
20,1.117290,1.201222,0.571867,0.568667,9.122981
