epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.041384,1.902780,0.305333,0.300933,9.608801
2,1.820303,1.687112,0.370667,0.373067,9.222528
3,1.687834,1.619232,0.408133,0.403200,9.235881
4,1.598316,1.501428,0.453600,0.454133,9.263217
5,1.508088,1.540862,0.449600,0.444000,9.243753
6,1.446959,1.406903,0.491333,0.490533,9.246914
7,1.388477,1.338424,0.520267,0.517733,9.259374
8,1.345334,1.390410,0.512933,0.512400,9.248685
9,1.307363,1.299178,0.533867,0.530533,9.246411
10,1.277836,1.263995,0.542667,0.546133,9.248240
11,1.252820,1.233799,0.559333,0.557467,9.249247
12,1.224211,1.236993,0.557200,0.555067,9.308904
13,1.202753,1.222113,0.567333,0.567467,9.261647
14,1.179506,1.196297,0.572533,0.571600,9.305708
15,1.159036,1.204140,0.569200,0.567467,9.249494
16,1.146006,1.224888,0.565600,0.563867,9.267508
17,1.122809,1.185542,0.585467,0.582800,9.249290
18,1.108245,1.185412,0.578800,0.576400,9.247705
19,1.091379,1.259097,0.565200,0.566800,9.275950
20,1.075274,1.167941,0.590667,0.591733,9.249004
