epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.282891,2.193107,0.178800,0.176267,9.593290
2,2.065697,1.906482,0.261200,0.258667,9.156585
3,1.920958,1.911188,0.266267,0.265333,9.130290
4,1.855163,1.819780,0.303333,0.301867,9.128420
5,1.795718,1.739530,0.330133,0.327867,9.163841
6,1.753297,1.739911,0.342533,0.340000,9.147238
7,1.717411,1.668947,0.362533,0.364800,9.162054
8,1.676223,1.656979,0.369733,0.366133,9.136525
9,1.647443,1.677264,0.364933,0.365200,9.130283
10,1.624358,1.598152,0.401067,0.401600,9.132798
11,1.599683,1.589900,0.410533,0.411067,9.132798
12,1.579998,1.547932,0.414800,0.414267,9.133296
13,1.557770,1.565112,0.415867,0.414667,9.131910
14,1.534313,1.525820,0.432400,0.428533,9.130354
15,1.511467,1.500731,0.430800,0.431733,9.155907
16,1.490028,1.478860,0.459200,0.458133,9.130973
17,1.462525,1.495297,0.451733,0.451600,9.131431
18,1.441061,1.446718,0.470000,0.467333,9.133599
19,1.421708,1.419227,0.475867,0.476533,9.133876
20,1.396950,1.387059,0.496000,0.497600,9.148754
