epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.302894,2.302574,0.102933,0.102933,9.768185
2,2.300333,2.292922,0.132133,0.128933,9.380439
3,2.239278,2.047433,0.235333,0.226800,9.368255
4,2.039721,1.920449,0.259600,0.254800,9.371814
5,1.923733,1.992832,0.242667,0.240267,9.370734
6,1.880664,1.795231,0.307067,0.306533,9.373244
7,1.845767,1.922097,0.279467,0.281200,9.370997
8,1.811637,1.761976,0.329600,0.326267,9.372621
9,1.774299,1.740671,0.354133,0.350533,9.398674
10,1.741354,1.698290,0.364400,0.360933,9.371842
11,1.711440,1.762790,0.345200,0.343600,9.373542
12,1.682270,1.620297,0.394000,0.391867,9.403587
13,1.660601,1.732708,0.373867,0.373200,9.388625
14,1.641101,1.629760,0.394267,0.393733,9.371627
15,1.636194,1.637441,0.384533,0.384667,9.372169
16,1.613675,1.540378,0.429467,0.432267,9.372836
17,1.601099,1.570328,0.418667,0.418000,9.372664
18,1.576243,1.515457,0.444267,0.445067,9.373123
19,1.555461,1.552383,0.433867,0.429333,9.401591
20,1.529928,1.515600,0.449467,0.452667,9.393411
