epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.280148,2.262208,0.151333,0.151333,9.764398
2,2.158400,2.007008,0.233333,0.231467,9.399898
3,1.979129,1.869298,0.272267,0.271733,9.366892
4,1.868390,1.789268,0.323733,0.320533,9.367742
5,1.808141,1.741325,0.344667,0.342800,9.368507
6,1.765409,1.726941,0.362533,0.359333,9.364933
7,1.727064,1.671302,0.368800,0.368400,9.365561
8,1.691788,1.644301,0.378933,0.379067,9.366114
9,1.658000,1.691767,0.371200,0.370667,9.365552
10,1.633298,1.591898,0.402267,0.400000,9.366081
11,1.605890,1.572437,0.411600,0.409333,9.371022
12,1.576371,1.531647,0.423600,0.424933,9.369355
13,1.545738,1.538723,0.434800,0.433333,9.368849
14,1.524218,1.487105,0.448000,0.447200,9.370885
15,1.488480,1.513074,0.437200,0.436400,9.389722
16,1.466780,1.441456,0.477733,0.478267,9.375057
17,1.440976,1.425804,0.479600,0.474533,9.370883
18,1.417961,1.453584,0.485467,0.482267,9.371218
19,1.388637,1.405684,0.489600,0.489867,9.369440
20,1.373507,1.420330,0.481600,0.481467,9.369710
