epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.991104,1.905018,0.317200,0.317200,9.391656
2,1.775862,1.707199,0.376933,0.376933,8.974864
3,1.664588,1.633332,0.395333,0.395333,8.993950
4,1.567393,1.543254,0.439600,0.439600,8.996227
5,1.495510,1.481641,0.454400,0.454400,9.010047
6,1.428692,1.449172,0.473067,0.473067,9.003748
7,1.371980,1.452647,0.476800,0.476800,9.005405
8,1.321318,1.358027,0.505200,0.505200,9.002191
9,1.283447,1.299278,0.526933,0.526933,9.010836
10,1.242582,1.298261,0.534400,0.534400,9.038167
11,1.210779,1.255862,0.550667,0.550667,9.023023
12,1.183235,1.239531,0.556133,0.556133,9.002625
13,1.159372,1.236267,0.557600,0.557600,9.003497
14,1.133924,1.230005,0.555067,0.555067,9.043425
15,1.111819,1.276647,0.546800,0.546800,9.043460
16,1.096322,1.222180,0.562267,0.562267,9.037881
17,1.072002,1.213033,0.566267,0.566267,9.008916
18,1.056760,1.218460,0.563733,0.563733,9.004641
19,1.035845,1.203579,0.578667,0.578667,9.001010
20,1.021479,1.195369,0.578267,0.578267,9.002729
