epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.302484,2.303157,0.095333,0.128133,10.741983
2,2.138704,2.015387,0.224000,0.228933,10.315875
3,1.970212,1.891759,0.296667,0.315600,10.327559
4,1.817955,1.960024,0.315867,0.336400,10.392625
5,1.715496,1.669735,0.382533,0.392667,10.321052
6,1.649442,1.579244,0.408667,0.394267,10.343581
7,1.597232,1.581345,0.412533,0.396000,10.342024
8,1.556153,1.510480,0.434933,0.441867,10.312794
9,1.507380,1.480020,0.457067,0.473733,10.312918
10,1.470776,1.481289,0.461067,0.485867,10.318208
11,1.435898,1.470747,0.475333,0.492667,10.402835
12,1.394311,1.434593,0.483733,0.506800,10.331178
13,1.376287,1.385804,0.498667,0.520133,10.318727
14,1.350560,1.422839,0.499733,0.503867,10.345686
15,1.326761,1.310769,0.530400,0.524133,10.337689
16,1.306584,1.347042,0.513867,0.540267,10.339415
17,1.284666,1.273465,0.548133,0.552267,10.338271
18,1.267515,1.249683,0.548533,0.539467,10.313769
19,1.251343,1.239750,0.560000,0.553067,10.500931
20,1.238168,1.193394,0.574400,0.582533,10.337381
