epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.058105,1.914876,0.296267,0.291733,9.483495
2,1.856449,1.708345,0.375600,0.376533,9.108643
3,1.731806,1.627817,0.406400,0.405067,9.109220
4,1.653890,1.569613,0.427333,0.426667,9.117787
5,1.598771,1.606747,0.417467,0.414267,9.121369
6,1.551604,1.493517,0.450133,0.448133,9.127903
7,1.518209,1.493417,0.460933,0.461333,9.127813
8,1.478840,1.421436,0.478133,0.476533,9.146517
9,1.437757,1.413451,0.481733,0.481600,9.160148
10,1.405026,1.382276,0.496400,0.495067,9.132543
11,1.372445,1.382743,0.504133,0.499467,9.133143
12,1.342747,1.304434,0.532933,0.530800,9.131524
13,1.317725,1.309333,0.535200,0.532933,9.132594
14,1.290145,1.316053,0.538267,0.535733,9.131369
15,1.269336,1.302285,0.541600,0.541867,9.141713
16,1.254689,1.266570,0.553600,0.550800,9.130601
17,1.237213,1.261354,0.561600,0.560400,9.130472
18,1.212198,1.278097,0.550933,0.550933,9.130631
19,1.200081,1.287031,0.546533,0.544000,9.129911
20,1.180161,1.249692,0.563200,0.562533,9.142664
