epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.280731,2.248734,0.181600,0.181600,149.987559
2,2.198925,2.148178,0.209400,0.209400,145.902259
3,2.124771,2.103550,0.212800,0.212800,146.434906
4,2.100022,2.090018,0.217600,0.217600,146.743930
5,2.088786,2.081935,0.225800,0.225800,146.909770
6,2.080019,2.074594,0.240800,0.240800,146.689804
7,2.069944,2.066847,0.229200,0.229200,146.688486
8,2.059043,2.052495,0.248000,0.248000,146.821951
9,2.046459,2.038875,0.253800,0.253800,146.793282
10,2.033544,2.026210,0.267200,0.267200,146.758845
11,2.019716,2.015281,0.256200,0.256200,146.826652
12,2.005683,2.000603,0.271200,0.271200,146.978572
13,1.991752,1.982741,0.293800,0.293800,146.853043
14,1.976491,1.973962,0.285200,0.285200,146.784509
15,1.962095,1.958294,0.295200,0.295200,146.609023
16,1.948765,1.942836,0.300600,0.300600,146.571037
17,1.937014,1.934256,0.296200,0.296200,146.585875
18,1.926825,1.925861,0.302600,0.302600,146.757066
19,1.917556,1.913576,0.313800,0.313800,146.866961
20,1.909237,1.911141,0.299200,0.299200,146.858014
