epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.906408,1.539870,0.424200,0.440600,478.244710
2,1.461485,1.364352,0.523400,0.565200,476.790567
3,1.260838,1.159576,0.594600,0.616000,474.182794
4,1.117468,0.979606,0.656000,0.659000,477.086303
5,1.012902,0.950960,0.670600,0.683200,472.835813
6,0.929308,0.938669,0.679400,0.711800,475.327568
7,0.857408,0.820290,0.719600,0.731800,478.283562
8,0.794670,0.755760,0.744000,0.744200,477.745334
9,0.743157,0.703722,0.755200,0.768400,474.777107
10,0.701103,0.747248,0.748800,0.759000,475.996422
11,0.665599,0.645232,0.778400,0.782600,475.009412
12,0.631806,0.712142,0.757800,0.778600,474.855731
13,0.601473,0.638297,0.780400,0.780800,476.220907
14,0.573584,0.713413,0.768600,0.793400,476.489147
15,0.546273,0.651127,0.779000,0.793600,479.889774
16,0.527633,0.649783,0.782800,0.799200,476.047795
17,0.500697,0.616354,0.796600,0.803000,477.146073
18,0.484237,0.608005,0.797600,0.801000,478.636418
19,0.461103,0.614906,0.792400,0.804200,477.284607
20,0.442910,0.618528,0.799000,0.810000,478.045725
