epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.920787,1.668258,0.392400,0.418000,476.010191
2,1.495731,1.519120,0.474000,0.522600,470.005110
3,1.325629,1.208549,0.566400,0.587200,472.985623
4,1.181073,1.072758,0.611000,0.614600,473.739363
5,1.058420,0.996795,0.643600,0.654200,472.057020
6,0.961532,0.867456,0.700800,0.709600,471.926594
7,0.879822,0.822227,0.717800,0.713600,471.042960
8,0.819035,0.749400,0.737400,0.735600,470.435703
9,0.758701,0.787006,0.739400,0.756200,474.165256
10,0.708377,0.781097,0.741200,0.753200,471.930739
11,0.671939,0.675894,0.770000,0.773600,471.430307
12,0.636168,0.708757,0.760400,0.781400,470.419165
13,0.602264,0.665853,0.777200,0.781400,472.085450
14,0.572244,0.644678,0.786800,0.789400,474.014535
15,0.542298,0.644790,0.788000,0.791400,470.489635
16,0.519267,0.722079,0.765000,0.787000,469.845179
17,0.491275,0.656551,0.785600,0.801000,472.305721
18,0.468662,0.705117,0.779000,0.794800,474.173986
19,0.446464,0.583247,0.811600,0.812000,471.208244
20,0.430087,0.656074,0.796600,0.804200,470.823319
