epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.250425,2.846653,0.128600,0.256000,148.073607
2,2.027134,2.070643,0.269600,0.310800,144.385111
3,1.901661,2.641782,0.210800,0.320800,145.729349
4,1.818792,17.664557,0.114400,0.361600,145.604305
5,1.771191,12.997630,0.130200,0.364800,145.615423
6,1.723257,5.449083,0.180200,0.397400,145.614743
7,1.669903,23.734966,0.113600,0.429000,145.776092
8,1.628719,1.651276,0.403200,0.437600,145.727307
9,1.582637,9.640195,0.168200,0.460400,145.705824
10,1.565893,11.523787,0.129600,0.464800,145.631268
11,1.521906,2.512920,0.300600,0.471200,145.922774
12,1.495867,9.802680,0.148400,0.500400,145.665502
13,1.469778,18.215677,0.131800,0.519000,145.570110
14,1.440599,2.209420,0.361000,0.515800,145.785629
15,1.412728,4.479578,0.222400,0.545600,145.514245
16,1.393880,27.061068,0.121000,0.532600,145.580374
17,1.362875,7.696631,0.166000,0.551800,145.636547
18,1.335750,2.947610,0.312200,0.558800,145.848721
19,1.309654,9.736140,0.145600,0.589200,145.668473
20,1.287680,13.108924,0.126000,0.600000,145.681784
