epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.884843,1.555811,0.435800,0.450000,468.240655
2,1.486714,1.250044,0.551600,0.541600,461.327580
3,1.320588,1.208095,0.568200,0.575200,462.988832
4,1.190788,1.163622,0.593000,0.612600,461.150905
5,1.077710,0.973617,0.657200,0.656600,459.631018
6,0.988936,0.898403,0.677800,0.676400,462.656352
7,0.910362,0.888983,0.692000,0.706400,464.407962
8,0.837929,0.806591,0.718400,0.717600,467.588478
9,0.781309,0.787095,0.733600,0.743000,468.767444
10,0.733626,0.782089,0.736800,0.756400,467.725308
11,0.688661,0.732259,0.752200,0.756200,469.954357
12,0.648238,0.752071,0.748800,0.762200,467.700807
13,0.609636,0.709682,0.764200,0.779600,471.187705
14,0.578089,0.696072,0.767600,0.787400,467.487513
15,0.546438,0.672845,0.778400,0.787600,469.274755
16,0.519562,0.688377,0.772800,0.787400,467.292608
17,0.494309,0.704035,0.773600,0.789600,468.896231
18,0.467993,0.718891,0.772200,0.789400,468.503736
19,0.447571,0.742154,0.777600,0.789000,469.993166
20,0.422861,0.730728,0.774000,0.793200,474.519276
