epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.712206,1.513552,0.458800,0.522000,435.354502
2,1.220465,1.352904,0.530400,0.616000,435.552519
3,0.978949,1.111044,0.627400,0.670400,440.659906
4,0.809298,1.038262,0.649400,0.700200,443.039829
5,0.671176,1.908557,0.511800,0.703800,441.117418
6,0.555023,1.028714,0.682600,0.715200,441.611079
7,0.446897,2.221240,0.492000,0.717000,441.890504
8,0.363298,1.915808,0.576400,0.712400,440.858998
9,0.284249,1.809028,0.615200,0.717400,439.624957
10,0.229376,1.754964,0.616600,0.716000,441.547051
11,0.186279,1.725920,0.643800,0.719600,432.949158
12,0.148435,2.573258,0.574800,0.722000,434.552204
13,0.122745,1.934649,0.655800,0.721400,439.154003
14,0.114171,1.457773,0.693200,0.719600,438.621697
15,0.078193,1.784799,0.681400,0.720800,442.421511
16,0.079238,1.791294,0.686400,0.733200,441.395254
17,0.062991,2.571168,0.643200,0.722200,443.804609
18,0.050339,1.829303,0.702800,0.724600,441.032105
19,0.042491,2.139665,0.681800,0.734200,443.207196
20,0.044761,2.028632,0.685000,0.728000,442.037220
