epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.899701,1.468211,0.457400,0.442800,473.512279
2,1.479930,1.358928,0.512600,0.536000,471.111713
3,1.315943,1.157159,0.578800,0.567400,468.457734
4,1.177253,1.107329,0.608200,0.629800,469.370648
5,1.062012,1.100087,0.608000,0.654200,469.626356
6,0.961326,0.987984,0.662200,0.695000,468.932495
7,0.883415,0.821034,0.715800,0.721800,470.714912
8,0.815234,0.848072,0.718800,0.730800,469.859128
9,0.751023,0.691435,0.756000,0.757400,471.116801
10,0.703976,0.717203,0.750000,0.751400,469.526391
11,0.658749,0.760736,0.742800,0.769800,475.943081
12,0.616525,0.762877,0.743400,0.772800,472.481641
13,0.580645,0.712628,0.760600,0.781000,469.901076
14,0.547953,0.656185,0.780600,0.788600,470.859565
15,0.518175,0.636188,0.785200,0.793200,471.926632
16,0.492011,0.653491,0.786800,0.797600,473.632091
17,0.462843,0.630152,0.793400,0.799600,473.764002
18,0.442954,0.616775,0.801000,0.803000,472.820720
19,0.419707,0.610394,0.797400,0.797800,469.987646
20,0.396582,0.699220,0.778600,0.797000,470.522942
