epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.235656,1.845580,0.325000,0.282200,149.464560
2,1.815636,1.594441,0.399000,0.363800,146.722273
3,1.637179,1.756331,0.388800,0.468000,146.795872
4,1.530798,1.482156,0.472600,0.487600,146.740783
5,1.446106,1.297210,0.539000,0.514200,146.763230
6,1.367727,1.442851,0.504200,0.519000,146.962045
7,1.306079,1.979000,0.418800,0.572200,146.995715
8,1.244264,1.217604,0.583400,0.592400,146.977292
9,1.195116,1.843648,0.473000,0.619200,146.842617
10,1.145491,1.109949,0.618200,0.642400,147.331303
11,1.099377,1.203245,0.611000,0.663800,146.886678
12,1.047601,0.993301,0.654400,0.665400,146.698274
13,1.005201,2.032320,0.484400,0.679600,146.743548
14,0.974207,0.924601,0.680600,0.702400,146.726993
15,0.937278,0.903441,0.695800,0.716800,146.745816
16,0.893423,1.083434,0.649400,0.716400,146.786541
17,0.871691,1.112941,0.644200,0.718200,146.938118
18,0.845867,1.332215,0.603600,0.691600,146.921110
19,0.809153,0.827281,0.718600,0.733200,147.050969
20,0.798147,0.765823,0.742600,0.731800,147.291938
