epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.810507,1.503209,0.463000,0.485200,478.263545
2,1.385036,1.163849,0.581400,0.605400,473.520424
3,1.175288,1.078464,0.621600,0.638000,469.749769
4,1.014213,1.033955,0.651400,0.682800,471.737795
5,0.889863,0.813012,0.710600,0.713800,470.550293
6,0.792478,0.794976,0.724400,0.732800,473.634856
7,0.714826,0.859401,0.717800,0.755600,470.249786
8,0.650850,0.890706,0.714800,0.765600,473.900527
9,0.593296,0.737996,0.759000,0.773400,470.803801
10,0.542348,0.726826,0.768600,0.787600,471.418729
11,0.497305,0.782764,0.750600,0.780200,473.702783
12,0.457765,0.790114,0.755200,0.789200,472.289637
13,0.416951,0.765689,0.771200,0.785000,472.113255
14,0.387204,0.689689,0.790800,0.801400,471.970993
15,0.345216,0.775580,0.773000,0.794800,473.771947
16,0.321110,0.950595,0.738200,0.792400,472.602652
17,0.292365,0.809441,0.780400,0.799600,473.662371
18,0.266004,1.047746,0.740600,0.795800,471.045014
19,0.240957,1.153878,0.731400,0.803000,470.170128
20,0.219462,0.864897,0.779000,0.801000,473.234499
