epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.236779,2.300967,0.207000,0.261600,148.816287
2,1.957311,2.230104,0.291000,0.332000,144.600014
3,1.813334,3.589594,0.226000,0.375600,145.523890
4,1.725925,5.919335,0.171200,0.382200,145.620592
5,1.661335,10.357985,0.166600,0.429400,145.644525
6,1.596174,1.872107,0.377000,0.448800,145.646232
7,1.543979,9.824658,0.175800,0.494200,145.547461
8,1.501028,1.764073,0.426800,0.486000,145.938592
9,1.456506,3.429574,0.300800,0.525400,146.124678
10,1.423717,3.456972,0.305000,0.535200,146.138582
11,1.374904,1.521226,0.489200,0.558800,145.754789
12,1.343084,4.703566,0.252400,0.580000,145.735221
13,1.303308,5.147808,0.253800,0.588000,145.649876
14,1.271585,1.410589,0.522800,0.610600,145.635723
15,1.228781,3.187705,0.342600,0.620600,145.769407
16,1.204810,4.214009,0.291800,0.619600,145.659710
17,1.168824,1.712694,0.508800,0.632200,145.775020
18,1.141381,1.506397,0.533200,0.632000,145.708935
19,1.117370,3.007313,0.391000,0.662800,145.797627
20,1.095958,5.056305,0.289000,0.675400,145.848305
