epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.225992,3.203129,0.114400,0.214200,149.362883
2,2.039379,2.172001,0.220200,0.243800,145.535688
3,1.958560,2.064518,0.233000,0.271800,146.597342
4,1.909089,2.807608,0.167000,0.298800,146.622313
5,1.870407,2.606647,0.172200,0.322000,146.678385
6,1.840077,3.895738,0.114600,0.343800,146.710314
7,1.808260,2.481074,0.201400,0.347600,146.654492
8,1.783134,2.041075,0.278200,0.372200,146.699606
9,1.768740,2.246529,0.261200,0.366800,146.861045
10,1.731305,3.919654,0.195600,0.391400,146.732147
11,1.717660,4.143399,0.241000,0.397800,146.717744
12,1.685443,2.742518,0.225000,0.416200,146.769089
13,1.686688,2.559598,0.248400,0.422600,147.159712
14,1.665117,4.149992,0.241200,0.413400,147.235864
15,1.636459,3.547154,0.242200,0.443000,146.611147
16,1.627798,2.249774,0.280800,0.455600,146.826335
17,1.624973,2.265762,0.276800,0.421000,146.818685
18,1.608579,2.210445,0.267000,0.438600,147.150088
19,1.581224,2.389086,0.259800,0.452200,147.309442
20,1.570289,2.163769,0.284000,0.454800,147.198686
