epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.243038,2.067274,0.243600,0.262600,149.714628
2,1.879790,1.835501,0.331000,0.355400,146.901382
3,1.717409,2.412085,0.315800,0.439800,146.873781
4,1.633205,1.737825,0.403000,0.433400,146.947383
5,1.550560,2.016261,0.384400,0.480000,147.007307
6,1.486894,2.530331,0.325200,0.510400,147.153039
7,1.426307,2.401869,0.362000,0.523200,146.976004
8,1.375711,1.817832,0.437600,0.533000,147.321201
9,1.329337,2.092346,0.393400,0.567200,147.071407
10,1.287177,1.230087,0.570000,0.583800,147.162649
11,1.250045,1.281148,0.568400,0.607400,147.244255
12,1.200774,1.448742,0.521800,0.610200,147.212239
13,1.164178,2.223178,0.435600,0.629200,147.312255
14,1.131776,1.100195,0.607200,0.638200,147.242709
15,1.091991,1.271511,0.579600,0.661000,147.028337
16,1.050179,1.494130,0.550200,0.661800,147.028880
17,1.025607,3.339562,0.405800,0.675600,146.941763
18,0.998751,1.776120,0.530000,0.655000,147.201791
19,0.960353,1.082531,0.637800,0.697400,147.313433
20,0.943758,0.918263,0.683600,0.685400,147.271014
