epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.783044,1.668727,0.415400,0.460600,456.085945
2,1.206612,1.112770,0.607600,0.616400,446.832618
3,0.971228,1.124314,0.619600,0.661600,446.618982
4,0.803845,1.369831,0.559000,0.698600,448.136949
5,0.657227,1.169606,0.634400,0.716200,449.726670
6,0.540613,1.301553,0.611400,0.729600,448.959903
7,0.434744,1.350064,0.632800,0.730200,456.379002
8,0.345174,1.383215,0.622800,0.726400,447.163094
9,0.270017,1.323543,0.673400,0.721800,452.116964
10,0.215293,1.587368,0.650400,0.725200,445.267763
11,0.172590,1.414341,0.675800,0.730600,468.062537
12,0.149931,1.509691,0.678400,0.725400,444.910062
13,0.106886,1.736949,0.675200,0.724800,452.499216
14,0.086782,1.767827,0.689200,0.731600,460.685904
15,0.087527,1.508745,0.702600,0.727400,460.469014
16,0.061118,2.262945,0.660200,0.730400,459.812809
17,0.051157,1.919851,0.680200,0.735000,459.114652
18,0.051401,1.729600,0.693800,0.737800,457.062957
19,0.054438,1.869991,0.704800,0.728000,455.483596
20,0.044386,1.667606,0.717800,0.738400,457.872114
