epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,2.285023,2.254699,0.152800,0.152800,148.425581
2,2.208458,2.160511,0.189200,0.189200,144.520209
3,2.130663,2.106457,0.210000,0.210000,145.713878
4,2.099151,2.091397,0.197400,0.197400,145.772003
5,2.087108,2.081115,0.220600,0.220600,145.968375
6,2.078208,2.074469,0.222400,0.222400,145.904867
7,2.069260,2.066156,0.233600,0.233600,146.008579
8,2.058152,2.055315,0.230200,0.230200,145.923126
9,2.046693,2.042031,0.241200,0.241200,145.926639
10,2.034132,2.026866,0.263400,0.263400,145.963095
11,2.021118,2.015441,0.255600,0.255600,146.149691
12,2.008115,2.002841,0.257600,0.257600,145.986469
13,1.994414,1.993251,0.267000,0.267000,146.080163
14,1.980333,1.975925,0.280400,0.280400,146.278019
15,1.966937,1.965007,0.280200,0.280200,145.750055
16,1.954643,1.948793,0.295000,0.295000,145.662411
17,1.943971,1.939839,0.291400,0.291400,145.715883
18,1.934919,1.930162,0.294600,0.294600,145.786867
19,1.926153,1.923352,0.304600,0.304600,145.867760
20,1.919723,1.916586,0.305600,0.305600,145.723696
