epoch,train_loss,avg_valid_loss,valid_accuracy,valid_kappa,valid_kappa_exp,time
1,8.047593,3.475514,0.737770,0.000000,0.013819,3550.716411
1,1.203964,1.150341,0.849261,0.785236,0.798270,3577.364917
2,1.050091,1.121334,0.845279,0.770982,0.809376,3488.146555
3,1.026074,1.162315,0.845279,0.774213,0.792945,3329.831517
4,1.014199,1.196170,0.843003,0.758721,0.786562,3584.127523
5,0.999986,1.301853,0.828783,0.714213,0.754812,3608.022623
6,1.001755,1.130929,0.846416,0.775153,0.805374,3600.538686
7,1.001220,1.224238,0.836746,0.772082,0.780187,3516.081785
8,0.992989,1.174587,0.842435,0.780832,0.804663,3648.921428
9,0.997789,1.130347,0.848692,0.783788,0.804930,3558.439430
10,0.997864,1.245108,0.840728,0.780952,0.774673,3303.866471
11,0.983691,1.248032,0.845279,0.736234,0.770313,3242.015825
12,0.981775,1.109281,0.843003,0.764026,0.789102,3141.956385
13,0.980618,1.120678,0.840728,0.771547,0.782254,3174.647576
14,0.980034,1.226643,0.849261,0.767296,0.787880,3092.935774
15,0.969556,1.395208,0.819681,0.765904,0.769570,3162.248558
16,0.970758,1.257105,0.843003,0.786753,0.790972,3165.613105
