epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.584808,0.611768,0.835600,0.835600,30.324350
2,0.468529,0.338184,0.921000,0.921000,29.804518
3,0.253317,0.180590,0.955700,0.955700,29.560155
4,0.179045,0.143388,0.964600,0.964600,29.354477
5,0.145281,0.124769,0.967800,0.967800,30.175323
6,0.123086,0.114510,0.968700,0.968700,29.710091
7,0.110837,0.129923,0.965000,0.965000,29.513615
8,0.101494,0.111007,0.971100,0.971100,30.737705
9,0.091248,0.109426,0.970900,0.970900,29.875958
10,0.089110,0.098042,0.976600,0.976600,30.696208
