epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.509020,0.357597,0.890500,0.880000,84.654360
2,0.343020,0.137717,0.956900,0.954100,84.030094
3,0.184503,0.091501,0.972000,0.972800,83.702786
4,0.140284,0.074720,0.976200,0.976900,86.458966
5,0.114923,0.074504,0.978800,0.976600,85.720697
6,0.101868,0.075293,0.976500,0.975500,84.381495
7,0.088846,0.065948,0.978500,0.979700,84.408874
8,0.083333,0.061852,0.980900,0.981400,83.958860
9,0.075599,0.057059,0.983400,0.984200,85.129449
10,0.071596,0.049841,0.985200,0.984200,83.893786
11,0.066918,0.046972,0.986000,0.985200,83.828509
12,0.062253,0.048886,0.986500,0.987000,91.252811
13,0.058920,0.049598,0.987100,0.986200,84.110921
14,0.061350,0.051267,0.985100,0.985700,84.505250
15,0.053830,0.045661,0.986100,0.986000,84.569895
16,0.055244,0.040808,0.988500,0.988200,90.503385
17,0.050913,0.045234,0.988200,0.987600,88.821766
18,0.050514,0.040717,0.988400,0.987500,89.695500
19,0.049188,0.042503,0.988600,0.988600,89.403123
20,0.046725,0.047262,0.988100,0.986100,89.051240
21,0.044722,0.040484,0.988400,0.987900,89.607852
22,0.044752,0.045584,0.987700,0.987300,89.063055
23,0.043625,0.037911,0.989700,0.989700,88.116568
24,0.043895,0.049741,0.985300,0.984100,87.223869
25,0.041549,0.044188,0.987500,0.988800,87.783768
26,0.039012,0.043334,0.988300,0.988500,84.789938
27,0.042296,0.041581,0.988600,0.988500,86.324777
28,0.039021,0.034143,0.989700,0.989600,88.793652
29,0.038263,0.041176,0.988800,0.988300,87.721890
30,0.039827,0.044465,0.989100,0.988800,96.187096
