epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.389434,0.436533,0.863000,0.863000,27.630793
2,0.322431,0.172654,0.948000,0.948000,30.059262
3,0.179671,0.125684,0.960200,0.960200,30.752626
4,0.135953,0.104876,0.970200,0.970200,29.999615
5,0.110214,0.090423,0.974700,0.974700,30.104070
6,0.094313,0.082066,0.976800,0.976800,29.985256
7,0.084066,0.110730,0.965100,0.965100,29.573364
8,0.077478,0.080879,0.975100,0.975100,29.484812
9,0.069250,0.072663,0.978700,0.978700,29.656411
10,0.064355,0.067124,0.980800,0.980800,29.350675
