epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.536192,0.350080,0.889500,0.901400,74.984836
2,0.239820,0.156160,0.951800,0.959800,74.804354
3,0.151049,0.125922,0.961000,0.966000,74.714033
4,0.107576,0.092993,0.971100,0.974100,74.794730
5,0.096759,0.096060,0.973300,0.975800,74.893030
6,0.083251,0.082988,0.975600,0.978200,74.945312
7,0.080774,0.097455,0.971400,0.973000,74.910020
8,0.077980,0.065314,0.981200,0.983200,75.239878
9,0.069723,0.070297,0.977900,0.981500,75.208094
10,0.066276,0.073826,0.977000,0.980700,75.119434
11,0.065992,0.061265,0.983300,0.984900,74.954353
12,0.063050,0.073174,0.978200,0.981800,74.914979
13,0.060458,0.057364,0.981700,0.983300,74.886291
14,0.056124,0.051839,0.986000,0.988400,75.018684
15,0.056333,0.071922,0.978400,0.980200,74.782983
16,0.053305,0.058403,0.983500,0.985700,74.773543
17,0.052143,0.056989,0.984700,0.986100,74.829331
18,0.050691,0.048846,0.985200,0.987500,74.901750
19,0.050549,0.048242,0.987000,0.988600,74.998416
20,0.047792,0.062640,0.981500,0.985000,75.050902
