epoch,train_loss,valid_loss,valid_accuracy,valid_accuracy_ensemble,time
1,1.246672,0.308769,0.898800,0.912000,75.269552
2,0.224295,0.151035,0.954800,0.958900,75.097048
3,0.141648,0.110143,0.967200,0.972800,75.196068
4,0.113577,0.090411,0.971800,0.976000,75.258006
5,0.103059,0.096954,0.973600,0.974300,75.050393
6,0.087741,0.093269,0.972900,0.975500,74.946957
7,0.080417,0.091314,0.977700,0.981300,75.056727
8,0.078599,0.080155,0.977300,0.980700,75.200676
9,0.073184,0.069483,0.980700,0.982400,75.197298
10,0.071336,0.065165,0.982700,0.984700,75.313287
11,0.067102,0.061552,0.984800,0.985500,75.173505
12,0.065687,0.062178,0.982400,0.984800,75.050012
13,0.060419,0.066040,0.980500,0.983300,75.142440
14,0.060657,0.060640,0.981600,0.985600,75.212566
15,0.057048,0.058878,0.981700,0.984200,75.161895
16,0.054623,0.056860,0.984100,0.985200,75.260480
17,0.052403,0.054717,0.983700,0.985600,75.095262
18,0.052169,0.059443,0.983300,0.987100,75.070474
19,0.053067,0.058508,0.984400,0.987000,75.264784
20,0.049052,0.067893,0.981800,0.983600,75.149881
